employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,has_prior_rating,previous_year_rating_display,training_bucket
70911,Sales & Marketing,region_22,Bachelor's,m,other,1,36,3.0,2,0,56.0,0,1,3.0,50-59
48041,Operations,region_22,Bachelor's,m,other,2,28,5.0,2,0,54.0,1,1,5.0,50-59
1992,Sales & Marketing,region_2,Bachelor's,f,other,1,32,3.0,7,0,49.0,0,1,3.0,<50
64060,Technology,region_2,Master's & above,m,referred,1,40,4.0,11,0,82.0,0,1,4.0,80+
75755,Technology,region_6,Bachelor's,f,other,1,30,3.0,7,0,78.0,0,1,3.0,70-79
45717,Procurement,region_22,Bachelor's,m,sourcing,1,29,3.0,3,0,70.0,0,1,3.0,60-69
28532,R&D,region_32,Master's & above,m,other,1,29,3.0,2,0,83.0,0,1,3.0,80+
19514,HR,region_15,Bachelor's,m,sourcing,1,30,3.0,9,0,53.0,0,1,3.0,50-59
77478,Sales & Marketing,region_11,Bachelor's,m,other,1,41,3.0,5,0,49.0,0,1,3.0,<50
45817,Sales & Marketing,region_26,Bachelor's,f,sourcing,2,28,3.0,6,0,51.0,0,1,3.0,50-59
61977,Sales & Marketing,region_15,Bachelor's,m,referred,1,29,3.0,5,0,49.0,0,1,3.0,<50
8915,Legal,region_16,Bachelor's,f,sourcing,3,28,3.0,5,0,66.0,0,1,3.0,60-69
52105,Procurement,region_17,Bachelor's,m,other,1,45,1.0,11,0,69.0,0,1,1.0,60-69
6161,HR,region_26,Bachelor's,m,sourcing,1,30,5.0,5,0,52.0,0,1,5.0,50-59
28130,Operations,region_26,Bachelor's,m,sourcing,2,26,,1,0,56.0,0,0,,50-59
77394,Procurement,region_22,Bachelor's,m,sourcing,3,29,2.0,3,0,72.0,0,1,2.0,70-79
59917,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,33,2.0,10,0,52.0,0,1,2.0,50-59
11748,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,39,3.0,4,0,50.0,0,1,3.0,<50
28425,Procurement,region_13,Master's & above,m,other,1,41,5.0,6,0,70.0,0,1,5.0,60-69
69518,Operations,region_31,Bachelor's,m,sourcing,1,32,4.0,5,0,58.0,0,1,4.0,50-59
44231,Finance,region_7,Bachelor's,m,other,1,31,3.0,7,0,59.0,0,1,3.0,50-59
69660,Legal,region_2,Bachelor's,m,other,1,31,5.0,4,0,60.0,0,1,5.0,50-59
41873,Operations,region_32,Bachelor's,f,sourcing,1,33,3.0,8,0,60.0,0,1,3.0,50-59
14540,Sales & Marketing,region_7,Master's & above,f,other,2,40,3.0,11,0,50.0,1,1,3.0,<50
12536,Analytics,region_22,Bachelor's,m,sourcing,3,27,3.0,3,0,80.0,0,1,3.0,70-79
70930,Technology,region_13,Bachelor's,m,other,1,24,,1,0,82.0,0,0,,80+
34575,Sales & Marketing,region_28,Bachelor's,f,other,1,32,3.0,5,0,47.0,0,1,3.0,<50
14163,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,50,3.0,6,0,53.0,0,1,3.0,50-59
25320,Operations,region_13,Master's & above,f,sourcing,2,33,2.0,3,0,59.0,0,1,2.0,50-59
16786,Operations,region_27,Bachelor's,f,other,1,35,4.0,2,0,57.0,0,1,4.0,50-59
13779,Operations,region_2,Bachelor's,m,sourcing,1,56,2.0,30,0,58.0,0,1,2.0,50-59
62959,Operations,region_1,Master's & above,m,sourcing,1,38,5.0,10,0,57.0,0,1,5.0,50-59
17390,Sales & Marketing,region_27,Master's & above,m,sourcing,2,40,3.0,14,0,50.0,0,1,3.0,<50
52407,Finance,region_22,Bachelor's,m,other,2,32,5.0,4,0,62.0,0,1,5.0,60-69
25854,Procurement,region_24,Bachelor's,f,other,1,33,2.0,4,0,71.0,0,1,2.0,70-79
4607,Operations,region_7,Bachelor's,f,sourcing,1,31,4.0,6,0,55.0,0,1,4.0,50-59
68965,Operations,region_22,Master's & above,m,referred,1,35,5.0,3,0,63.0,0,1,5.0,60-69
37890,Technology,region_2,Master's & above,m,sourcing,1,59,3.0,18,0,78.0,0,1,3.0,70-79
34408,Procurement,region_2,Master's & above,f,sourcing,1,51,1.0,7,0,70.0,0,1,1.0,60-69
40217,R&D,region_2,Master's & above,m,sourcing,1,35,5.0,7,0,84.0,0,1,5.0,80+
16385,Technology,region_14,Bachelor's,m,sourcing,1,29,2.0,2,0,82.0,0,1,2.0,80+
76910,Sales & Marketing,region_7,Bachelor's,f,other,1,34,3.0,4,0,53.0,0,1,3.0,50-59
52214,Procurement,region_13,Bachelor's,f,other,1,38,3.0,8,0,68.0,0,1,3.0,60-69
27589,Operations,region_14,Bachelor's,f,sourcing,1,33,5.0,7,0,59.0,0,1,5.0,50-59
54880,Sales & Marketing,region_23,Master's & above,m,sourcing,1,36,1.0,8,0,50.0,0,1,1.0,<50
32365,Legal,region_22,Bachelor's,m,sourcing,1,25,,1,0,60.0,0,0,,50-59
21149,Sales & Marketing,region_27,Bachelor's,f,other,1,35,2.0,2,0,52.0,0,1,2.0,50-59
52681,Analytics,region_2,Master's & above,m,other,2,39,3.0,5,0,84.0,0,1,3.0,80+
26324,Technology,region_19,Bachelor's,f,other,1,32,3.0,10,0,84.0,0,1,3.0,80+
20670,Technology,region_13,Master's & above,m,other,1,38,1.0,4,0,81.0,0,1,1.0,80+
46458,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,5.0,5,0,48.0,0,1,5.0,<50
39601,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,5.0,6,0,48.0,0,1,5.0,<50
54986,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4.0,5,0,52.0,0,1,4.0,50-59
16425,Analytics,region_22,Bachelor's,f,other,1,26,3.0,2,0,86.0,0,1,3.0,80+
37035,Operations,region_2,Bachelor's,m,other,1,43,2.0,3,0,62.0,0,1,2.0,60-69
44607,Operations,region_6,Bachelor's,f,other,2,26,,1,0,58.0,0,0,,50-59
70261,Analytics,region_31,Bachelor's,m,other,2,29,1.0,4,0,84.0,0,1,1.0,80+
69486,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,2.0,5,0,47.0,0,1,2.0,<50
36558,Analytics,region_7,Bachelor's,m,other,4,27,3.0,4,0,85.0,1,1,3.0,80+
27009,HR,region_2,Master's & above,m,sourcing,2,58,3.0,12,0,48.0,0,1,3.0,<50
57262,Procurement,region_7,Bachelor's,f,referred,1,33,5.0,8,0,71.0,0,1,5.0,70-79
71744,Sales & Marketing,region_23,Master's & above,m,sourcing,2,35,3.0,8,0,51.0,0,1,3.0,50-59
8991,Legal,region_2,Bachelor's,m,other,1,28,,1,0,62.0,0,0,,60-69
59039,Technology,region_2,Master's & above,f,other,1,39,5.0,4,1,95.0,1,1,5.0,80+
9947,Procurement,region_5,Master's & above,f,other,1,35,3.0,8,0,68.0,0,1,3.0,60-69
74015,Analytics,region_31,Bachelor's,m,sourcing,1,28,4.0,2,0,86.0,0,1,4.0,80+
39595,Sales & Marketing,region_15,Master's & above,m,other,1,33,5.0,6,0,54.0,0,1,5.0,50-59
75195,Procurement,region_34,Bachelor's,m,sourcing,1,29,3.0,5,0,71.0,0,1,3.0,70-79
54140,Sales & Marketing,region_19,Unknown,m,other,1,36,3.0,10,0,47.0,0,1,3.0,<50
38481,Analytics,region_2,Unknown,m,sourcing,1,24,2.0,2,0,86.0,0,1,2.0,80+
74929,Procurement,region_2,Below Secondary,m,sourcing,1,21,,1,0,73.0,0,0,,70-79
57120,Sales & Marketing,region_2,Master's & above,m,sourcing,2,45,3.0,7,0,53.0,0,1,3.0,50-59
13349,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,25,,1,0,51.0,0,0,,50-59
65068,HR,region_20,Master's & above,m,sourcing,1,37,4.0,9,0,50.0,0,1,4.0,<50
52751,Operations,region_13,Bachelor's,f,other,2,35,3.0,8,1,58.0,0,1,3.0,50-59
49709,Operations,region_15,Bachelor's,m,referred,2,43,4.0,3,0,55.0,1,1,4.0,50-59
71344,Technology,region_15,Bachelor's,f,other,4,34,5.0,7,0,76.0,0,1,5.0,70-79
17691,Sales & Marketing,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,46.0,0,1,5.0,<50
69690,Analytics,region_8,Bachelor's,m,other,1,30,3.0,4,0,82.0,0,1,3.0,80+
1761,Operations,region_2,Bachelor's,f,sourcing,1,30,4.0,2,0,57.0,0,1,4.0,50-59
42173,Sales & Marketing,region_7,Bachelor's,m,other,1,32,3.0,5,0,50.0,0,1,3.0,<50
30904,Procurement,region_31,Bachelor's,m,other,1,41,3.0,15,0,72.0,0,1,3.0,70-79
26812,Procurement,region_13,Bachelor's,m,other,1,44,3.0,8,0,70.0,0,1,3.0,60-69
48975,Operations,region_2,Bachelor's,f,sourcing,1,45,5.0,15,0,59.0,0,1,5.0,50-59
27853,Operations,region_15,Bachelor's,m,other,1,41,3.0,5,0,57.0,0,1,3.0,50-59
77004,Operations,region_11,Bachelor's,f,other,1,38,3.0,4,0,63.0,0,1,3.0,60-69
25123,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,29,3.0,4,0,51.0,0,1,3.0,50-59
8062,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,1.0,7,0,54.0,0,1,1.0,50-59
3478,R&D,region_26,Master's & above,m,other,1,33,3.0,6,0,87.0,0,1,3.0,80+
33350,Procurement,region_4,Bachelor's,m,other,1,30,3.0,5,0,72.0,0,1,3.0,70-79
64955,Sales & Marketing,region_27,Bachelor's,m,other,1,38,1.0,2,0,51.0,0,1,1.0,50-59
492,Procurement,region_2,Master's & above,f,sourcing,1,36,4.0,5,0,62.0,0,1,4.0,60-69
59064,Operations,region_22,Master's & above,m,other,1,43,4.0,7,0,60.0,0,1,4.0,50-59
65885,Analytics,region_2,Bachelor's,m,sourcing,1,34,3.0,9,0,86.0,0,1,3.0,80+
77539,Procurement,region_2,Bachelor's,m,sourcing,1,24,,1,0,69.0,0,0,,60-69
17725,Procurement,region_2,Bachelor's,f,sourcing,1,39,1.0,7,0,71.0,0,1,1.0,70-79
25933,Sales & Marketing,region_28,Bachelor's,m,other,1,40,5.0,4,1,50.0,1,1,5.0,<50
35169,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,5.0,9,0,51.0,0,1,5.0,50-59
50957,Technology,region_13,Master's & above,m,other,1,53,5.0,17,0,77.0,0,1,5.0,70-79
35454,Operations,region_17,Bachelor's,f,sourcing,1,26,,1,0,75.0,1,0,,70-79
52972,Finance,region_26,Bachelor's,m,sourcing,1,37,3.0,7,0,58.0,0,1,3.0,50-59
67484,Operations,region_27,Bachelor's,f,sourcing,1,32,5.0,6,0,60.0,0,1,5.0,50-59
44982,Sales & Marketing,region_3,Bachelor's,m,other,1,29,1.0,6,0,55.0,0,1,1.0,50-59
7856,Procurement,region_13,Bachelor's,m,other,2,27,1.0,1,0,71.0,0,1,1.0,70-79
9679,Finance,region_22,Bachelor's,m,sourcing,2,28,3.0,2,0,58.0,0,1,3.0,50-59
55439,Technology,region_7,Bachelor's,f,sourcing,1,50,4.0,20,0,80.0,0,1,4.0,70-79
10255,Sales & Marketing,region_9,Master's & above,m,other,1,32,4.0,6,0,48.0,0,1,4.0,<50
77057,Operations,region_22,Bachelor's,m,other,1,27,3.0,2,0,59.0,0,1,3.0,50-59
1795,Procurement,region_27,Master's & above,f,other,1,40,3.0,13,0,75.0,0,1,3.0,70-79
61913,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,4.0,15,0,50.0,0,1,4.0,<50
41461,Analytics,region_26,Bachelor's,m,other,1,28,,1,0,87.0,0,0,,80+
70230,Finance,region_4,Bachelor's,m,sourcing,1,29,5.0,1,1,94.0,1,1,5.0,80+
56857,Operations,region_26,Bachelor's,m,other,2,30,5.0,5,0,58.0,0,1,5.0,50-59
45402,Sales & Marketing,region_22,Bachelor's,m,other,2,23,5.0,2,0,51.0,0,1,5.0,50-59
4578,Analytics,region_2,Bachelor's,m,other,1,56,4.0,14,0,85.0,0,1,4.0,80+
18117,HR,region_15,Bachelor's,m,sourcing,1,27,3.0,2,0,54.0,0,1,3.0,50-59
51970,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,1.0,6,0,53.0,0,1,1.0,50-59
60044,HR,region_2,Bachelor's,m,sourcing,1,45,3.0,5,0,51.0,0,1,3.0,50-59
38592,Sales & Marketing,region_22,Master's & above,m,sourcing,1,42,1.0,3,0,48.0,0,1,1.0,<50
16073,Analytics,region_6,Bachelor's,m,sourcing,2,33,5.0,9,0,84.0,0,1,5.0,80+
56123,Operations,region_2,Master's & above,f,referred,1,54,4.0,13,0,64.0,0,1,4.0,60-69
3072,Sales & Marketing,region_2,Bachelor's,f,other,1,39,1.0,7,0,52.0,0,1,1.0,50-59
42036,HR,region_2,Bachelor's,m,other,1,32,4.0,9,0,47.0,0,1,4.0,<50
34023,Analytics,region_22,Bachelor's,m,other,1,33,2.0,5,0,87.0,0,1,2.0,80+
63981,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,44,1.0,5,0,53.0,0,1,1.0,50-59
69339,Procurement,region_15,Bachelor's,m,other,1,50,4.0,6,0,69.0,0,1,4.0,60-69
55708,Operations,region_15,Bachelor's,m,sourcing,1,34,5.0,5,0,71.0,1,1,5.0,70-79
49450,Procurement,region_2,Bachelor's,m,other,1,43,1.0,16,0,69.0,0,1,1.0,60-69
5442,Technology,region_7,Bachelor's,f,sourcing,1,46,2.0,20,0,83.0,1,1,2.0,80+
44203,Sales & Marketing,region_8,Bachelor's,m,sourcing,2,32,4.0,3,0,51.0,0,1,4.0,50-59
44893,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,39,1.0,3,0,49.0,0,1,1.0,<50
14637,Finance,region_2,Bachelor's,m,sourcing,2,30,3.0,4,0,58.0,0,1,3.0,50-59
50952,Sales & Marketing,region_26,Bachelor's,f,sourcing,3,31,3.0,6,0,46.0,0,1,3.0,<50
31984,Operations,region_1,Bachelor's,m,sourcing,1,33,3.0,7,0,72.0,1,1,3.0,70-79
3655,Technology,region_5,Bachelor's,m,other,1,35,1.0,9,0,82.0,0,1,1.0,80+
53563,Sales & Marketing,region_2,Bachelor's,m,other,2,31,,1,0,48.0,0,0,,<50
8498,Operations,region_7,Bachelor's,m,other,1,27,1.0,4,0,60.0,0,1,1.0,50-59
73420,Finance,region_22,Master's & above,m,other,1,37,1.0,9,0,59.0,0,1,1.0,50-59
72195,Sales & Marketing,region_19,Bachelor's,m,sourcing,3,38,1.0,10,0,54.0,0,1,1.0,50-59
19659,Finance,region_2,Bachelor's,f,other,1,51,5.0,7,0,57.0,0,1,5.0,50-59
76028,Operations,region_22,Bachelor's,f,other,1,38,4.0,7,0,62.0,0,1,4.0,60-69
72253,Sales & Marketing,region_12,Bachelor's,m,sourcing,2,27,2.0,3,0,51.0,0,1,2.0,50-59
43564,Procurement,region_5,Master's & above,m,sourcing,1,48,3.0,19,0,69.0,0,1,3.0,60-69
23813,Analytics,region_2,Bachelor's,m,sourcing,1,47,3.0,5,0,86.0,0,1,3.0,80+
45567,Sales & Marketing,region_22,Bachelor's,m,other,1,34,5.0,2,0,52.0,0,1,5.0,50-59
22088,Sales & Marketing,region_2,Unknown,m,other,1,31,3.0,4,0,52.0,0,1,3.0,50-59
51137,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,23,2.0,2,0,53.0,0,1,2.0,50-59
29075,Procurement,region_17,Bachelor's,f,other,1,27,3.0,3,0,71.0,0,1,3.0,70-79
53948,Operations,region_13,Bachelor's,f,other,1,36,4.0,9,0,60.0,0,1,4.0,50-59
52653,Operations,region_10,Master's & above,m,other,1,39,5.0,4,0,57.0,0,1,5.0,50-59
16993,Procurement,region_21,Bachelor's,m,other,1,42,3.0,7,0,66.0,0,1,3.0,60-69
67590,Finance,region_4,Bachelor's,m,other,1,28,4.0,5,0,59.0,0,1,4.0,50-59
45566,Legal,region_29,Bachelor's,m,sourcing,1,29,1.0,4,0,63.0,0,1,1.0,60-69
58147,Sales & Marketing,region_7,Master's & above,f,sourcing,1,34,5.0,3,0,48.0,0,1,5.0,<50
24955,Analytics,region_31,Bachelor's,m,other,1,27,3.0,4,0,88.0,0,1,3.0,80+
7198,Sales & Marketing,region_26,Bachelor's,f,other,1,32,4.0,7,0,51.0,0,1,4.0,50-59
25936,Operations,region_22,Bachelor's,m,other,1,26,4.0,2,0,59.0,0,1,4.0,50-59
19906,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,38,5.0,7,0,49.0,0,1,5.0,<50
59405,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,5.0,4,0,53.0,0,1,5.0,50-59
78104,Technology,region_13,Master's & above,f,sourcing,1,31,1.0,5,0,80.0,0,1,1.0,70-79
49482,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,,1,0,46.0,0,0,,<50
39002,Finance,region_22,Bachelor's,m,sourcing,3,29,3.0,2,0,63.0,0,1,3.0,60-69
77345,Procurement,region_26,Bachelor's,m,other,1,39,3.0,13,0,74.0,0,1,3.0,70-79
32399,Operations,region_31,Master's & above,m,other,1,40,4.0,4,0,59.0,0,1,4.0,50-59
62633,Sales & Marketing,region_7,Bachelor's,m,other,1,39,2.0,6,0,50.0,0,1,2.0,<50
43548,Procurement,region_15,Bachelor's,m,sourcing,1,33,2.0,3,0,70.0,0,1,2.0,60-69
28110,Technology,region_27,Bachelor's,m,other,1,40,3.0,12,0,80.0,0,1,3.0,70-79
13320,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,5.0,4,0,53.0,1,1,5.0,50-59
32657,Legal,region_7,Bachelor's,m,other,1,26,5.0,2,1,60.0,0,1,5.0,50-59
74180,Technology,region_13,Bachelor's,f,sourcing,1,33,5.0,3,0,80.0,1,1,5.0,70-79
9367,Procurement,region_15,Master's & above,m,other,1,36,1.0,9,0,70.0,0,1,1.0,60-69
29281,HR,region_2,Bachelor's,f,other,1,25,1.0,2,0,49.0,0,1,1.0,<50
32474,Analytics,region_22,Bachelor's,m,sourcing,2,29,,1,0,81.0,0,0,,80+
77076,Sales & Marketing,region_30,Bachelor's,m,other,1,27,3.0,3,0,55.0,0,1,3.0,50-59
54614,Analytics,region_7,Bachelor's,m,other,3,32,3.0,7,0,87.0,0,1,3.0,80+
42950,Analytics,region_7,Master's & above,m,sourcing,1,44,4.0,14,0,89.0,0,1,4.0,80+
35046,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,34,4.0,3,0,49.0,0,1,4.0,<50
66681,Sales & Marketing,region_2,Bachelor's,m,other,1,36,3.0,2,0,50.0,0,1,3.0,<50
66040,Procurement,region_4,Master's & above,m,sourcing,1,39,5.0,5,0,70.0,0,1,5.0,60-69
9387,Operations,region_22,Master's & above,f,other,2,34,1.0,10,0,58.0,0,1,1.0,50-59
13598,Analytics,region_7,Master's & above,m,other,2,39,3.0,5,0,88.0,0,1,3.0,80+
33640,Finance,region_2,Bachelor's,m,other,1,34,3.0,3,0,60.0,0,1,3.0,50-59
78214,Sales & Marketing,region_26,Unknown,m,other,1,28,1.0,2,0,54.0,0,1,1.0,50-59
38149,Analytics,region_4,Bachelor's,m,sourcing,2,41,3.0,3,0,89.0,0,1,3.0,80+
77726,Operations,region_32,Bachelor's,m,other,1,28,4.0,2,0,59.0,0,1,4.0,50-59
46111,Legal,region_24,Bachelor's,m,other,1,28,2.0,2,0,55.0,0,1,2.0,50-59
77779,Analytics,region_32,Unknown,m,other,2,24,,1,0,89.0,0,0,,80+
66321,Sales & Marketing,region_13,Bachelor's,m,other,1,44,3.0,2,0,49.0,1,1,3.0,<50
49876,Procurement,region_10,Master's & above,f,sourcing,1,33,2.0,6,0,68.0,1,1,2.0,60-69
27701,Sales & Marketing,region_16,Bachelor's,m,other,1,27,,1,0,50.0,0,0,,<50
20910,Procurement,region_2,Master's & above,f,other,2,50,3.0,4,0,69.0,0,1,3.0,60-69
58094,Technology,region_2,Below Secondary,f,other,1,25,4.0,2,0,81.0,0,1,4.0,80+
8614,Analytics,region_22,Bachelor's,m,other,1,28,,1,0,78.0,0,0,,70-79
6505,Sales & Marketing,region_25,Bachelor's,m,other,1,33,3.0,7,0,50.0,0,1,3.0,<50
19794,Procurement,region_7,Bachelor's,m,other,1,33,2.0,7,0,70.0,0,1,2.0,60-69
59767,Sales & Marketing,region_3,Master's & above,f,other,1,33,3.0,9,0,52.0,0,1,3.0,50-59
4041,Legal,region_26,Bachelor's,m,other,1,33,3.0,6,0,58.0,0,1,3.0,50-59
57525,Operations,region_26,Master's & above,f,sourcing,1,36,4.0,4,0,59.0,0,1,4.0,50-59
26371,HR,region_13,Bachelor's,m,other,1,37,5.0,7,0,50.0,0,1,5.0,<50
27988,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,45,4.0,13,0,43.0,0,1,4.0,<50
10368,Operations,region_22,Bachelor's,f,sourcing,1,35,5.0,7,0,84.0,1,1,5.0,80+
32835,Operations,region_10,Bachelor's,f,other,1,30,1.0,5,0,56.0,0,1,1.0,50-59
31806,Technology,region_4,Bachelor's,f,other,1,28,1.0,3,0,83.0,0,1,1.0,80+
61117,Operations,region_10,Bachelor's,m,sourcing,1,28,3.0,3,0,56.0,0,1,3.0,50-59
68866,Sales & Marketing,region_2,Unknown,m,sourcing,1,37,5.0,9,0,48.0,0,1,5.0,<50
51143,Procurement,region_2,Bachelor's,f,other,1,29,3.0,4,0,73.0,0,1,3.0,70-79
11081,Analytics,region_17,Bachelor's,m,other,1,27,4.0,3,0,82.0,0,1,4.0,80+
11251,Sales & Marketing,region_13,Master's & above,f,sourcing,1,32,3.0,5,0,51.0,0,1,3.0,50-59
75552,Operations,region_22,Bachelor's,m,other,2,46,3.0,9,0,60.0,0,1,3.0,50-59
72751,Technology,region_5,Bachelor's,m,referred,1,25,4.0,3,0,81.0,0,1,4.0,80+
55435,Procurement,region_22,Bachelor's,f,sourcing,1,34,4.0,8,0,70.0,0,1,4.0,60-69
48429,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,5.0,5,0,47.0,0,1,5.0,<50
37567,Finance,region_4,Master's & above,f,other,2,35,4.0,6,0,58.0,0,1,4.0,50-59
72801,HR,region_32,Bachelor's,m,sourcing,1,31,2.0,2,0,49.0,0,1,2.0,<50
71094,Sales & Marketing,region_15,Bachelor's,m,referred,1,33,3.0,7,0,53.0,0,1,3.0,50-59
15096,Operations,region_7,Bachelor's,m,other,1,36,2.0,3,0,60.0,0,1,2.0,50-59
61566,Technology,region_15,Bachelor's,f,other,1,35,2.0,8,0,79.0,0,1,2.0,70-79
43145,Operations,region_4,Bachelor's,f,sourcing,1,31,3.0,6,0,64.0,1,1,3.0,60-69
72703,Finance,region_2,Bachelor's,f,other,1,40,3.0,6,0,55.0,1,1,3.0,50-59
36895,Procurement,region_2,Bachelor's,m,sourcing,1,36,5.0,4,0,70.0,0,1,5.0,60-69
59898,Procurement,region_31,Bachelor's,m,other,1,33,3.0,3,0,70.0,0,1,3.0,60-69
24380,Analytics,region_26,Bachelor's,m,sourcing,1,33,3.0,4,0,87.0,0,1,3.0,80+
70226,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,35,4.0,7,0,51.0,0,1,4.0,50-59
24751,Technology,region_31,Master's & above,m,sourcing,1,33,3.0,3,0,81.0,0,1,3.0,80+
9320,Procurement,region_19,Master's & above,m,other,1,41,3.0,3,0,70.0,0,1,3.0,60-69
46209,Operations,region_32,Bachelor's,m,sourcing,1,31,4.0,4,0,63.0,0,1,4.0,60-69
68228,Technology,region_11,Bachelor's,m,other,1,36,3.0,5,0,81.0,0,1,3.0,80+
61114,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,35,2.0,8,0,53.0,0,1,2.0,50-59
56282,Operations,region_16,Master's & above,f,sourcing,2,40,2.0,2,0,59.0,0,1,2.0,50-59
9659,Procurement,region_31,Bachelor's,m,sourcing,2,32,3.0,5,0,69.0,0,1,3.0,60-69
6321,Sales & Marketing,region_2,Bachelor's,m,other,2,38,4.0,9,0,53.0,0,1,4.0,50-59
33103,Analytics,region_22,Bachelor's,m,referred,1,30,3.0,2,0,85.0,0,1,3.0,80+
45527,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,,1,0,49.0,0,0,,<50
28548,Analytics,region_23,Master's & above,m,other,1,35,5.0,4,0,88.0,0,1,5.0,80+
61610,Sales & Marketing,region_22,Master's & above,m,other,1,40,1.0,9,0,49.0,0,1,1.0,<50
75047,Procurement,region_15,Bachelor's,f,sourcing,1,31,3.0,6,0,69.0,0,1,3.0,60-69
41424,Sales & Marketing,region_28,Master's & above,m,sourcing,1,38,4.0,5,0,83.0,1,1,4.0,80+
20922,Sales & Marketing,region_29,Bachelor's,f,other,1,32,1.0,5,0,50.0,0,1,1.0,<50
13427,Operations,region_26,Master's & above,m,sourcing,1,41,3.0,7,0,55.0,0,1,3.0,50-59
28401,Operations,region_2,Bachelor's,f,sourcing,1,43,1.0,6,0,59.0,0,1,1.0,50-59
73349,Analytics,region_26,Bachelor's,m,sourcing,2,32,4.0,7,0,87.0,0,1,4.0,80+
49921,Operations,region_19,Master's & above,m,other,1,37,5.0,10,0,59.0,0,1,5.0,50-59
52540,Procurement,region_4,Master's & above,m,sourcing,2,36,4.0,9,0,69.0,0,1,4.0,60-69
65652,Operations,region_22,Bachelor's,f,sourcing,1,29,2.0,4,0,55.0,1,1,2.0,50-59
41083,Technology,region_2,Bachelor's,m,referred,1,33,3.0,3,0,84.0,0,1,3.0,80+
39451,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,39,1.0,5,0,48.0,0,1,1.0,<50
19023,HR,region_2,Bachelor's,f,other,1,31,1.0,4,0,49.0,0,1,1.0,<50
31348,Procurement,region_26,Master's & above,f,sourcing,1,48,3.0,4,0,71.0,0,1,3.0,70-79
50885,Finance,region_30,Bachelor's,m,sourcing,1,31,5.0,3,0,59.0,0,1,5.0,50-59
57169,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,3.0,5,0,41.0,1,1,3.0,<50
39702,Procurement,region_4,Master's & above,f,other,1,33,,1,0,66.0,0,0,,60-69
60370,Operations,region_30,Bachelor's,f,other,1,36,4.0,9,0,64.0,0,1,4.0,60-69
43291,Operations,region_27,Bachelor's,m,other,1,38,3.0,3,0,59.0,0,1,3.0,50-59
73969,Technology,region_23,Master's & above,m,other,1,38,4.0,8,0,82.0,0,1,4.0,80+
25328,Sales & Marketing,region_17,Bachelor's,m,other,1,31,1.0,4,0,54.0,0,1,1.0,50-59
53343,Finance,region_4,Bachelor's,m,other,1,33,3.0,5,0,55.0,0,1,3.0,50-59
41334,Sales & Marketing,region_13,Bachelor's,m,other,1,37,1.0,9,0,48.0,0,1,1.0,<50
13632,Analytics,region_29,Bachelor's,m,other,1,28,2.0,6,0,87.0,0,1,2.0,80+
7956,Operations,region_22,Master's & above,m,other,1,38,4.0,9,0,55.0,0,1,4.0,50-59
72859,Sales & Marketing,region_10,Master's & above,m,sourcing,1,41,3.0,9,0,48.0,0,1,3.0,<50
10474,Technology,region_2,Bachelor's,f,referred,1,28,3.0,2,0,79.0,0,1,3.0,70-79
50983,Procurement,region_2,Master's & above,f,sourcing,1,40,1.0,9,0,71.0,0,1,1.0,70-79
21553,Procurement,region_31,Bachelor's,m,other,3,31,3.0,5,0,71.0,0,1,3.0,70-79
28265,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,3.0,10,0,49.0,0,1,3.0,<50
75338,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,1.0,9,0,53.0,0,1,1.0,50-59
52557,Analytics,region_32,Bachelor's,m,other,1,28,,1,0,88.0,0,0,,80+
36286,Procurement,region_12,Bachelor's,m,other,1,29,5.0,6,0,70.0,0,1,5.0,60-69
